"MEAN_MOTION","ECCENTRICITY","INCLINATION","RA_OF_ASC_NODE","ARG_OF_PERICENTER","MEAN_ANOMALY","SEMIMAJOR_AXIS","PERIOD","APOAPSIS","PERIAPSIS","OBJECT_TYPE","RCS_SIZE","OBJECT_AGE","CENT_FOCUS_DIST"
14.30285095,0.0120725,73.9314,174.5647,53.1338,320.7884,7168.915,100.679,877.327,704.233,"DEBRIS","SMALL",31,86.5467263375
13.60811639,0.036569,73.984,49.0976,263.9109,92.023,7410.881,105.819,1303.754,761.737,"DEBRIS","SMALL",31,271.008507289
14.78075093,0.0021914,74.0101,152.6234,273.9338,85.9332,7013.544,97.424,650.778,620.039,"DEBRIS","SMALL",31,15.3694803216
14.59043178,0.009771,74.0509,188.1337,329.4657,30.084,7074.402,98.695,765.391,627.143,"DEBRIS","SMALL",31,69.123981942
14.52289554,0.0053288,74.0268,293.4808,147.9227,212.5197,7096.317,99.154,755.997,680.368,"DEBRIS","SMALL",31,37.8148540296
14.58957332,0.0064283,74.052,247.4598,352.1411,69.7241,7074.68,98.701,742.023,651.067,"DEBRIS","SMALL",31,45.478165444
14.62777418,0.0099101,73.9389,98.9069,356.955,3.1,7062.357,98.443,754.211,614.233,"DEBRIS","SMALL",31,69.9886641057
14.52260501,0.0084534,74.0454,271.6086,45.6543,327.9627,7096.412,99.156,778.266,658.288,"DEBRIS","SMALL",31,59.9888092008
14.54613833,0.0085367,74.039,238.1815,31.0404,141.1176,7088.756,98.995,771.136,650.106,"DEBRIS","SMALL",31,60.5145833452
14.35977454,0.0020327,74.0374,141.9708,247.6787,112.2212,7149.957,100.28,786.356,757.288,"DEBRIS","SMALL",31,14.5337175939
14.43909341,0.0082764,73.8568,338.8043,128.8946,45.4879,7123.748,99.729,804.572,686.654,"DEBRIS","SMALL",31,58.9589879472
14.41044389,0.0016564,74.0301,97.892,210.5529,149.4664,7133.187,99.928,766.867,743.236,"DEBRIS","SMALL",31,11.8154109468
14.60519146,0.0042148,74.0039,232.6282,42.4684,317.9729,7069.635,98.595,721.297,661.703,"DEBRIS","SMALL",31,29.797097598
14.11522901,0.0142022,74.1206,187.2028,200.0854,282.6466,7232.302,102.017,956.882,751.452,"DEBRIS","SMALL",31,102.7145994644
14.73659402,0.002688,74.0146,238.6642,314.5014,45.3961,7027.547,97.716,668.302,630.522,"DEBRIS","SMALL",31,18.890046336
14.9019802,0.0025925,74.0147,9.4259,197.0721,162.9591,6975.455,96.631,615.404,579.236,"DEBRIS","SMALL",31,18.0838670875
14.27845896,0.0196178,73.9711,334.3922,163.332,197.4403,7177.077,100.851,939.741,658.144,"DEBRIS","SMALL",31,140.7984611706
13.96127696,0.0192367,73.7203,175.4651,281.8077,89.7469,7285.372,103.142,1047.384,767.091,"DEBRIS","SMALL",31,140.1465155524
14.62559544,0.0025004,86.3704,279.0642,255.5901,104.2535,7063.059,98.458,702.584,667.263,"DEBRIS","SMALL",27,17.6604727236
14.88789677,0.0014921,86.3027,213.9029,273.1899,86.7619,6979.853,96.723,612.133,591.303,"DEBRIS","SMALL",27,10.4146386613
14.38571038,0.0009493,86.3223,297.5776,21.3987,338.7606,7141.361,100.099,770.005,756.446,"DEBRIS","SMALL",27,6.7792939973
14.35773266,0.0010676,86.327,302.7658,331.4026,28.6584,7150.635,100.294,780.134,764.866,"DEBRIS","SMALL",27,7.634017926
14.87963084,0.0007258,86.3355,243.2599,255.9331,104.1088,6982.438,96.777,609.371,599.235,"DEBRIS","SMALL",27,5.0678535004
15.14700487,0.0046216,74.007,167.5877,258.3211,101.2796,6900.025,95.068,553.779,490.001,"DEBRIS","SMALL",31,31.88915554
14.7102381,0.0023861,73.9922,216.9551,347.3042,66.5371,7035.939,97.891,674.592,641.015,"DEBRIS","SMALL",31,16.7884540479
14.37105226,0.0019919,74.0369,135.8761,234.0559,125.8747,7146.216,100.201,782.315,753.846,"DEBRIS","SMALL",31,14.2345476504
14.54264528,0.0049214,74.0481,289.0696,65.6066,295.0221,7089.891,99.019,746.648,676.864,"DEBRIS","SMALL",31,34.8921895674
14.08751809,0.0156464,74.0979,229.022,242.2618,116.2578,7241.783,102.218,976.956,750.34,"DEBRIS","SMALL",31,113.3078335312
14.39447029,0.0021658,74.0218,103.5972,234.268,125.646,7138.463,100.038,775.789,744.868,"DEBRIS","SMALL",31,15.4604831654
14.71136674,0.0030129,74.0154,169.1204,349.0224,11.0286,7035.579,97.883,678.641,636.246,"DEBRIS","SMALL",31,21.1974959691
14.64488257,0.0066986,73.7553,84.16,317.4145,42.1837,7056.856,98.328,725.992,631.45,"DEBRIS","SMALL",31,47.2710556016
14.76485316,0.0112585,73.9421,300.9478,195.3095,164.4665,7018.577,97.529,719.461,561.424,"DEBRIS","SMALL",31,79.0186491545
14.52647805,0.0053167,74.0897,113.5564,104.3562,256.351,7095.151,99.129,754.738,679.293,"DEBRIS","SMALL",31,37.7227893217
14.52153842,0.0036667,74.0229,353.0994,116.1883,244.3056,7096.76,99.163,744.646,692.603,"DEBRIS","SMALL",31,26.021689892
14.6721721,0.0070161,73.9684,115.6738,327.3893,32.2952,7048.103,98.145,719.418,620.518,"DEBRIS","SMALL",31,49.4501954583
14.21768723,0.0149211,86.4333,70.9273,284.4992,73.9683,7197.514,101.282,926.774,711.984,"DEBRIS","SMALL",27,107.3948261454
14.15853938,0.0182166,86.2399,352.1443,52.6064,309.1549,7217.546,101.705,970.89,707.932,"DEBRIS","SMALL",27,131.4791484636
13.76790076,0.0363967,94.6697,127.7203,27.7089,334.2954,7353.431,104.591,1242.937,707.655,"DEBRIS","SMALL",25,267.6406220777
14.14653899,0.0029074,98.6735,340.811,76.5072,283.9338,7221.627,101.792,864.488,822.496,"DEBRIS","SMALL",25,20.9961583398
14.06022693,0.0063415,99.1201,265.8507,262.5476,96.8483,7251.151,102.417,918.999,827.033,"DEBRIS","SMALL",25,45.9831740665
14.31064156,0.0079834,98.661,14.1628,113.2607,247.7006,7166.313,100.624,845.39,730.966,"DEBRIS","SMALL",25,57.2115432042
14.52065803,0.015406,98.6172,46.1936,177.815,182.3751,7097.046,99.169,828.248,609.574,"DEBRIS","SMALL",25,109.337090676
14.5091597,0.017838,97.7187,138.4851,235.4254,191.272,7100.795,99.248,849.324,595.996,"DEBRIS","SMALL",25,126.66398121
14.51074503,0.0214166,98.4712,41.4342,109.1175,253.3341,7100.278,99.237,874.207,570.079,"DEBRIS","SMALL",25,152.0638138148
14.77879761,0.0177433,98.6758,276.8781,243.3571,114.937,7014.162,97.437,760.481,511.572,"DEBRIS","SMALL",25,124.4543806146
15.05680197,0.0131588,98.3558,153.7911,66.9747,294.5293,6927.556,95.638,640.579,458.262,"DEBRIS","SMALL",25,91.1583238928
14.23743891,0.006487,98.5925,332.4283,173.2704,186.9361,7190.856,101.142,859.368,766.074,"DEBRIS","SMALL",25,46.647082872
14.16579862,0.0033558,98.6871,332.2841,146.5723,334.0537,7215.08,101.653,861.157,812.732,"DEBRIS","SMALL",25,24.212365464
14.3970149,0.0121441,98.8376,206.4635,202.2982,281.3098,7137.622,100.021,846.167,672.807,"DEBRIS","SMALL",25,86.6799953302
14.04524263,0.0137415,98.8162,320.5884,330.1387,29.199,7256.307,102.526,977.885,778.46,"DEBRIS","SMALL",25,99.7125426405
14.18163422,0.0159211,98.5838,318.1118,59.7857,301.8977,7209.708,101.54,946.359,716.786,"DEBRIS","SMALL",25,114.7864820388
14.4510812,0.012185,96.664,207.5998,193.2336,166.5655,7119.808,99.647,828.428,654.918,"DEBRIS","SMALL",25,86.75486048
14.07974319,0.0024749,99.5299,276.2551,51.1349,309.2021,7244.449,102.275,884.243,848.385,"DEBRIS","SMALL",25,17.9292868301
15.17092335,0.0137318,97.8001,136.3547,226.2898,132.6895,6892.771,94.918,609.286,419.986,"DEBRIS","SMALL",25,94.6501528178
14.16811194,0.0068102,98.7991,348.742,64.2166,296.6015,7214.294,101.637,885.29,787.029,"DEBRIS","SMALL",25,49.1307849988
14.37517835,0.0051802,98.753,44.1596,58.5231,0.3996,7144.848,100.173,803.725,729.702,"DEBRIS","SMALL",25,37.0117416096
14.69661616,0.017328,97.944,86.4771,8.485,351.922,7040.286,97.982,784.145,540.156,"DEBRIS","SMALL",25,121.994075808
14.68113477,0.0046636,99.9533,233.2911,161.5377,323.4442,7045.234,98.085,699.955,634.243,"DEBRIS","SMALL",25,32.8561532824
14.0398104,0.0160695,98.0198,13.3184,340.3028,19.198,7258.179,102.565,996.679,763.409,"DEBRIS","SMALL",25,116.6353074405
14.03197925,0.0161254,98.3154,267.3203,38.1055,323.1388,7260.879,102.623,999.829,765.66,"DEBRIS","SMALL",25,117.0845782266
14.1182052,0.0026915,98.8227,338.1811,113.025,247.3764,7231.286,101.996,872.614,833.688,"DEBRIS","SMALL",25,19.463006269
14.18191121,0.0056236,98.9846,68.0607,49.0575,311.5448,7209.614,101.538,872.023,790.935,"DEBRIS","SMALL",25,40.5439852904
14.21980587,0.0062278,98.3368,17.0526,46.9198,313.7169,7196.799,101.267,863.485,773.844,"DEBRIS","SMALL",25,44.8202248122
14.08078855,0.0135837,98.3571,240.3535,49.3313,311.9572,7244.09,102.267,964.357,767.554,"DEBRIS","SMALL",25,98.401545333
14.08209248,0.014069,98.3023,222.5599,342.2206,17.4069,7243.643,102.258,967.419,763.597,"DEBRIS","SMALL",25,101.910813367
14.18524011,0.0052914,99.0678,41.5039,198.9233,160.9976,7208.486,101.514,868.494,792.208,"DEBRIS","SMALL",25,38.1429828204
14.48265332,0.0065001,98.8764,189.5091,313.8944,45.6891,7109.457,99.429,777.534,685.11,"DEBRIS","SMALL",25,46.2121814457
14.18246478,0.0085821,98.6685,333.7534,308.0143,227.3377,7209.426,101.534,893.163,769.419,"DEBRIS","SMALL",25,61.8720148746
14.33300101,0.0076269,98.6946,23.0293,86.6212,274.3693,7158.858,100.467,835.323,726.123,"DEBRIS","SMALL",25,54.5998940802
14.24614366,0.0236253,99.0942,86.6465,221.7757,206.5976,7187.927,101.08,979.608,639.975,"DEBRIS","SMALL",25,169.8169317531
14.17754344,0.0070776,98.6663,331.0615,313.8417,45.6922,7211.094,101.569,883.997,781.922,"DEBRIS","SMALL",25,51.0372388944
14.18927968,0.0299572,98.4513,335.9942,19.3775,100.747,7207.118,101.485,1044.888,613.078,"DEBRIS","SMALL",25,215.9050753496
14.08088977,0.0076761,99.0665,16.7702,321.5249,161.9984,7244.056,102.266,921.527,810.315,"DEBRIS","SMALL",25,55.6060982616
13.89334163,0.0109204,99.0356,320.5079,336.6004,84.005,7309.102,103.647,1010.785,851.149,"DEBRIS","SMALL",25,79.8183174808
14.29861945,0.0045717,98.7426,14.9213,152.3719,207.9906,7170.329,100.709,824.975,759.414,"DEBRIS","SMALL",25,32.7805930893
15.13224849,0.0096074,99.5966,43.323,76.6768,284.5148,6904.51,95.161,592.709,460.041,"DEBRIS","SMALL",25,66.334389374
14.50841115,0.0249108,98.2488,52.991,148.9256,212.6948,7101.04,99.253,899.797,546.012,"DEBRIS","SMALL",25,176.892587232
14.39268297,0.0051195,99.5131,163.3336,318.9786,40.7553,7139.054,100.051,797.467,724.371,"DEBRIS","SMALL",25,36.548386953
14.57513093,0.0089639,98.9788,311.7989,31.5157,329.1366,7079.352,98.798,764.676,637.759,"DEBRIS","SMALL",25,63.4586033928
13.73211688,0.0199526,99.6998,71.091,300.8599,57.3055,7366.2,104.864,1135.04,841.09,"DEBRIS","SMALL",25,146.97484212
14.61443348,0.0204269,98.8883,42.0455,45.2238,316.5375,7066.654,98.533,832.869,544.17,"DEBRIS","SMALL",25,144.3498345926
14.15041514,0.018715,99.5063,313.8298,294.1596,64.0108,7220.308,101.764,977.301,707.045,"DEBRIS","SMALL",25,135.12806422
14.14484501,0.0028163,98.6436,352.5965,76.1579,284.2725,7222.203,101.804,864.408,823.728,"DEBRIS","SMALL",25,20.3398903089
14.08095789,0.0038857,98.7111,312.694,102.3627,258.1896,7244.032,102.266,894.045,837.749,"DEBRIS","SMALL",25,28.1481351424
14.24703158,0.0011983,98.9355,319.9192,254.0714,135.2249,7187.628,101.074,818.106,800.88,"DEBRIS","SMALL",25,8.6129346324
14.31171282,0.0187282,99.2505,305.2924,284.6192,73.4289,7165.955,100.617,922.026,653.615,"DEBRIS","SMALL",25,134.205438431
14.77797229,0.0103272,99.5632,117.3719,297.793,61.2836,7014.423,97.442,708.727,563.848,"DEBRIS","SMALL",25,72.4393492056
14.5269253,0.0101377,96.743,246.7182,279.9675,79.0096,7095.005,99.126,788.797,644.943,"DEBRIS","SMALL",25,71.9270321885
14.54521222,0.0118356,99.0913,64.4274,56.5543,304.6901,7089.057,99.002,794.825,627.019,"DEBRIS","SMALL",25,83.9032430292
13.81305952,0.0216199,98.6276,213.8201,353.1086,6.7109,7337.395,104.249,1117.894,800.627,"DEBRIS","SMALL",25,158.6337461605
14.16892715,0.0029841,98.9607,354.6352,79.94,280.5138,7214.018,101.631,857.41,814.355,"DEBRIS","SMALL",25,21.5273511138
14.23296858,0.0251636,98.4702,329.3715,299.2506,58.3726,7192.362,101.174,995.212,633.241,"DEBRIS","SMALL",25,180.9857204232
14.12688117,0.01306,98.1939,287.4075,150.9082,209.945,7228.325,101.933,944.592,755.788,"DEBRIS","SMALL",25,94.4019245
14.45759387,0.018326,99.1091,35.9252,284.0868,74.0015,7117.67,99.602,869.973,609.096,"DEBRIS","SMALL",25,130.43842042
14.04625114,0.0106151,99.8392,48.1507,106.3241,254.9627,7255.96,102.518,954.848,800.802,"DEBRIS","SMALL",25,77.022740996
13.8529534,0.0154099,98.9253,131.3724,83.2501,278.6164,7323.302,103.949,1058.018,832.315,"DEBRIS","SMALL",25,112.8513514898
13.29226178,0.0515874,99.8052,52.8727,244.2506,110.4519,7527.82,108.334,1538.026,761.345,"DEBRIS","SMALL",25,388.340661468
14.34193017,0.0359194,99.0569,140.7194,64.4519,299.3342,7155.886,100.405,1034.787,520.716,"DEBRIS","SMALL",25,257.0351315884
14.1836119,0.0059211,98.6748,332.5886,300.5557,58.9784,7209.037,101.526,873.588,788.217,"DEBRIS","SMALL",25,42.6854289807
14.14121586,0.0056757,98.5748,334.2034,54.9831,305.6651,7223.439,101.83,886.302,804.306,"DEBRIS","SMALL",25,40.9980727323
14.16650971,0.0043089,98.7454,8.9502,104.8445,20.278,7214.838,101.648,867.791,805.615,"DEBRIS","SMALL",25,31.0880154582
13.43366833,0.061876,99.5721,106.1321,218.7136,136.8083,7474.901,107.193,1559.283,634.249,"DEBRIS","SMALL",25,462.516974276
14.6378081,0.0099703,98.9136,312.9235,219.1663,140.2292,7059.129,98.375,751.376,610.613,"DEBRIS","SMALL",25,70.3816338687
14.81042651,0.0112986,99.5595,133.7891,230.2829,128.8377,7004.172,97.229,705.174,546.9,"DEBRIS","SMALL",25,79.1373377592
14.304328,0.0062624,99.613,158.931,116.8783,243.8815,7168.422,100.669,835.178,745.395,"DEBRIS","SMALL",25,44.8915259328
14.04437489,0.0065157,98.9745,348.5611,30.7111,329.7844,7256.606,102.532,925.753,831.189,"DEBRIS","SMALL",25,47.2818677142
14.44104091,0.0111978,98.7101,352.5428,188.9434,170.9763,7123.108,99.716,824.736,665.21,"DEBRIS","SMALL",25,79.7631387624
13.90098933,0.0103784,98.9547,318.4912,342.1919,17.5614,7306.421,103.59,1004.115,852.457,"DEBRIS","SMALL",25,75.8289597064
14.47462348,0.0220919,99.1679,287.822,292.8905,64.91,7112.086,99.484,891.07,576.831,"DEBRIS","SMALL",25,157.1194927034
14.44531334,0.0145173,98.9768,262.1166,273.5117,84.9478,7121.703,99.686,846.956,640.18,"DEBRIS","SMALL",25,103.3878989619
14.42702876,0.0126861,99.0399,274.3618,238.1431,120.7359,7127.719,99.813,840.007,659.161,"DEBRIS","SMALL",25,90.4229560059
14.12480394,0.0232896,98.6812,350.5558,333.1171,204.5293,7229.033,101.948,1019.26,682.537,"DEBRIS","SMALL",25,168.3612869568
13.90602463,0.0126813,98.4589,204.2125,72.2041,289.2909,7304.657,103.552,1019.155,833.89,"DEBRIS","SMALL",25,92.6325468141
13.40775515,0.0355141,98.9018,79.0669,238.0391,300.4547,7484.529,107.401,1372.2,840.587,"DEBRIS","SMALL",25,265.8063113589
14.10249823,0.000683,98.8161,332.3616,180.416,355.2395,7236.654,102.11,863.462,853.576,"DEBRIS","SMALL",25,4.942634682
13.32056354,0.0385367,100.2278,340.6425,344.2452,14.695,7517.154,108.104,1428.705,849.333,"DEBRIS","SMALL",25,289.6863085518
13.16645299,0.0550485,102.0587,18.9107,167.3854,194.1691,7575.698,109.369,1614.594,780.532,"DEBRIS","SMALL",25,417.030811353
14.22202552,0.0057516,98.9309,60.7193,28.6523,32.5547,7196.051,101.251,859.304,776.527,"DEBRIS","SMALL",25,41.3888069316
14.17609968,0.0068197,99.026,299.7718,108.2083,252.653,7211.584,101.579,882.63,784.268,"DEBRIS","SMALL",25,49.1808394048
14.32377006,0.0079219,98.797,348.7204,60.0924,300.8098,7161.933,100.532,840.535,727.062,"DEBRIS","SMALL",25,56.7361170327
13.93643512,0.0106306,99.0327,342.3653,328.2112,31.2661,7294.027,103.326,993.432,838.352,"DEBRIS","SMALL",25,77.5398834262
14.10294995,0.0068124,99.0247,251.992,201.0626,287.5228,7236.499,102.106,907.662,809.066,"DEBRIS","SMALL",25,49.2979257876
13.97243498,0.0141041,98.4392,243.8192,184.8735,330.9405,7281.493,103.06,1006.057,800.659,"DEBRIS","SMALL",25,102.6989054213
14.84887273,0.0157656,98.4503,193.9831,150.4317,210.5927,6992.077,96.977,724.176,503.707,"DEBRIS","SMALL",25,110.2342891512
14.79407407,0.0083851,98.5873,133.0273,309.968,170.4713,7009.332,97.336,689.971,572.423,"DEBRIS","SMALL",25,58.7739497532
13.49156602,0.0318124,101.8717,262.4614,144.594,217.6764,7453.5,106.733,1312.479,838.251,"DEBRIS","SMALL",25,237.1137234
14.69801742,0.0092239,99.1111,54.101,186.2906,173.7146,7039.838,97.972,726.638,596.768,"DEBRIS","SMALL",25,64.9347617282
14.10911828,0.0051769,99.1486,324.7112,238.491,121.1197,7234.39,102.062,893.707,818.803,"DEBRIS","SMALL",25,37.451713591
14.28792027,0.0073858,98.4066,104.7436,34.8432,325.7554,7173.908,100.784,848.758,742.788,"DEBRIS","SMALL",25,52.9850497064
14.99460346,0.0131167,98.9537,263.1987,257.1373,101.5166,6946.7,96.035,659.682,477.447,"DEBRIS","SMALL",25,91.11777989
14.67558298,0.0181142,98.9886,104.7635,346.3961,13.2393,7047.011,98.122,796.527,541.225,"DEBRIS","SMALL",25,127.6509666562
14.2153909,0.0054335,103.2914,27.9278,338.9585,20.934,7198.289,101.299,859.266,781.043,"DEBRIS","SMALL",25,39.1119032815
14.93565637,0.0041078,98.9803,95.295,85.3254,275.2652,6964.965,96.414,615.441,558.22,"DEBRIS","SMALL",25,28.610683227
14.66128789,0.0074451,98.9353,334.6841,280.7754,78.5072,7051.591,98.218,725.955,620.956,"DEBRIS","SMALL",25,52.4998001541
14.16934899,0.0088991,98.5388,34.7028,329.641,29.9628,7213.874,101.628,899.936,771.542,"DEBRIS","SMALL",25,64.1969861134
14.2992647,0.0065842,98.3981,96.5067,6.5332,353.6694,7170.114,100.704,839.188,744.769,"DEBRIS","SMALL",25,47.2094645988
14.14355151,0.0037817,98.9408,340.493,50.8577,309.5946,7222.644,101.813,871.823,817.195,"DEBRIS","SMALL",25,27.3138728148
14.22435302,0.0054549,98.8357,7.292,337.9151,84.1198,7195.266,101.235,856.38,777.881,"DEBRIS","SMALL",25,39.2494565034
14.4768707,0.0134377,98.2295,349.6007,240.0363,118.7434,7111.35,99.469,828.775,637.655,"DEBRIS","SMALL",25,95.560187895
14.37281233,0.0098437,98.9199,156.76,345.2994,14.5333,7145.632,100.189,837.837,697.158,"DEBRIS","SMALL",25,70.3394577184
14.68432634,0.0059803,99.6066,354.3487,75.8479,284.9357,7044.213,98.064,708.205,623.952,"DEBRIS","SMALL",25,42.1265070039
13.64757703,0.023844,99.2489,151.3782,313.4893,44.6644,7396.589,105.513,1194.818,842.089,"DEBRIS","SMALL",25,176.364268116
14.09492221,0.0058337,99.3575,177.5297,42.8988,317.6709,7239.247,102.164,903.343,818.88,"DEBRIS","SMALL",25,42.2315952239
13.91736887,0.0153712,98.5625,309.1678,68.9872,292.7655,7300.687,103.468,1034.773,810.332,"DEBRIS","SMALL",25,112.2203200144
13.47170256,0.0311623,100.058,327.3411,288.552,81.2995,7460.825,106.891,1315.186,850.193,"DEBRIS","SMALL",25,232.4964668975
14.49895714,0.0122784,98.8843,243.0577,192.1277,167.6953,7104.126,99.317,813.218,638.764,"DEBRIS","SMALL",25,87.2273006784
14.02906976,0.0075175,99.011,348.8785,33.9174,326.6766,7261.883,102.644,938.339,829.157,"DEBRIS","SMALL",25,54.5912054525
14.02258099,0.0068512,99.1753,357.1313,134.3692,39.0901,7264.123,102.692,935.756,836.22,"DEBRIS","SMALL",25,49.7679594976
14.2705776,0.0065879,98.7929,349.1488,163.3069,197.03,7179.719,100.907,848.884,754.285,"DEBRIS","SMALL",25,47.2992708001
14.64192559,0.0152262,97.7752,130.1853,79.2768,342.3139,7057.806,98.348,787.134,572.207,"DEBRIS","SMALL",17,107.4635657172
14.34878189,0.024458,97.8611,233.9978,346.2527,13.2078,7153.608,100.357,950.436,600.51,"DEBRIS","SMALL",17,174.962944464
14.44977702,0.0203141,97.7836,317.939,111.5397,61.2616,7120.236,99.656,886.743,597.46,"DEBRIS","SMALL",17,144.6411861276
14.48951622,0.0009957,81.1865,157.7362,165.6815,313.6313,7107.212,99.382,736.153,722,"DEBRIS","SMALL",45,7.0766509884
14.43424789,0.0010119,81.2005,159.582,202.2428,157.8323,7125.342,99.763,754.417,739.997,"DEBRIS","SMALL",45,7.2101335698
14.21221795,0.0010563,81.2101,13.8609,134.0743,226.1305,7199.361,101.321,828.83,813.621,"DEBRIS","SMALL",45,7.6046850243
14.21161486,0.001779,81.1958,11.1702,113.666,246.6386,7199.564,101.326,834.237,808.621,"DEBRIS","SMALL",45,12.808024356
14.32960607,0.0018321,81.1919,312.0128,45.8762,314.3925,7159.989,100.491,794.972,768.736,"DEBRIS","SMALL",45,13.1178158469
14.79447226,0.0019054,98.2545,350.2512,68.2831,292.0405,7009.207,97.334,644.427,617.716,"DEBRIS","SMALL",33,13.3553430178
14.48763164,0.0019831,98.5212,288.3842,1.884,56.7404,7107.828,99.395,743.789,715.597,"DEBRIS","SMALL",33,14.0955337068
14.46206047,0.0027758,98.5721,287.5659,72.6428,341.8129,7116.204,99.571,757.822,718.316,"DEBRIS","SMALL",33,19.7531590632
14.80185372,0.0019199,98.2521,351.7443,45.4194,314.858,7006.876,97.285,642.194,615.289,"DEBRIS","SMALL",33,13.4525012324
14.52102748,0.0019486,98.3675,275.2339,233.2001,190.9862,7096.926,99.167,732.62,704.962,"DEBRIS","SMALL",33,13.8290700036
15.22805153,0.0002198,97.5746,30.2558,314.6172,45.4884,6875.521,94.562,498.897,495.875,"DEBRIS","SMALL",20,1.5112395158
14.68868116,0.0143074,98.0264,62.4598,344.4774,15.2065,7042.821,98.035,765.45,563.921,"DEBRIS","SMALL",20,100.7644571754
14.58441924,0.0175348,97.7529,271.4793,220.8258,258.6959,7076.346,98.736,822.294,574.129,"DEBRIS","SMALL",20,124.0823118408
15.17238278,0.0013851,97.3569,342.0135,78.4447,281.8341,6892.329,94.909,523.74,504.647,"DEBRIS","SMALL",19,9.5465648979
15.17799926,0.0014421,97.3468,340.7829,66.5309,108.2144,6890.628,94.874,522.43,502.556,"DEBRIS","SMALL",19,9.9369746388
15.19109086,0.0014466,97.3396,344.3418,44.5159,315.7235,6886.669,94.792,518.496,498.572,"DEBRIS","SMALL",19,9.9622553754
14.06630333,0.0168398,99.1282,308.4287,287.3828,70.8986,7249.063,102.372,993,748.855,"DEBRIS","SMALL",16,122.0727711074
14.2567994,0.0138917,98.8462,314.7916,167.9678,192.4877,7184.344,101.004,906.012,706.407,"DEBRIS","SMALL",16,99.8027515448
14.50819531,0.0062746,74.0468,96.1324,153.144,21.3127,7101.11,99.254,767.532,678.418,"DEBRIS","SMALL",31,44.556624806
14.80040081,0.0029472,74.0021,87.8674,242.1203,117.6987,7007.335,97.295,649.852,608.548,"DEBRIS","SMALL",31,20.652017712
14.46394813,0.0062597,74.0325,95.6746,188.3674,185.2058,7115.585,99.558,781.991,692.908,"DEBRIS","SMALL",31,44.5414274245
14.5687828,0.0022513,74.0015,310.2027,253.8482,106.0204,7081.409,98.841,719.216,687.331,"DEBRIS","SMALL",31,15.9423760817
14.53777456,0.0096421,74.0988,58.0271,79.3747,281.8258,7091.475,99.052,781.716,644.963,"DEBRIS","SMALL",31,68.3767110975
15.16648889,0.0012299,74.0049,43.0996,2.0646,358.0598,6894.114,94.946,524.458,507.5,"DEBRIS","SMALL",31,8.4790708086
14.36070046,0.0017893,74.0479,145.4288,239.4099,184.1183,7149.65,100.274,784.307,758.722,"DEBRIS","SMALL",31,12.792868745
14.53268916,0.0012812,74.0287,0.9526,109.2895,250.9653,7093.129,99.087,724.082,705.906,"DEBRIS","SMALL",31,9.0877168748
14.34641355,0.0019423,74.0294,154.1385,258.8733,222.1356,7154.395,100.374,790.156,762.365,"DEBRIS","SMALL",31,13.8959814085
14.47374195,0.0048812,73.9568,349.9337,206.6498,153.2152,7112.375,99.491,768.957,699.523,"DEBRIS","SMALL",31,34.71692485
14.47482236,0.0011121,74.0203,44.3205,152.3038,207.8715,7112.021,99.483,741.795,725.976,"DEBRIS","SMALL",31,7.9092785541
14.97087404,0.00912,74.0418,179.6782,277.0903,149.0896,6954.038,96.187,639.324,512.482,"DEBRIS","SMALL",31,63.42082656
15.06115538,0.0016699,73.9948,277.6791,60.7766,299.5091,6926.221,95.61,559.652,536.519,"DEBRIS","SMALL",31,11.5660964479
15.40256174,0.0012032,86.3197,148.7666,90.4157,269.8476,6823.49,93.491,453.565,437.145,"DEBRIS","SMALL",27,8.210023168
14.59210462,0.0018037,86.325,264.7869,104.572,317.3953,7073.861,98.684,708.486,682.967,"DEBRIS","SMALL",27,12.7591230857
14.52710649,0.0007611,86.3105,265.8758,129.3971,230.791,7094.946,99.125,722.211,711.411,"DEBRIS","SMALL",27,5.3999634006
14.36531856,0.0018661,86.3903,338.5045,57.4012,64.9824,7148.117,100.241,783.321,756.643,"DEBRIS","SMALL",27,13.3391011337
14.28036827,0.005904,86.2913,318.3651,308.8715,226.4798,7176.437,100.838,840.672,755.933,"DEBRIS","SMALL",27,42.369684048
14.08491373,0.0203149,98.6748,55.3596,105.4063,321.2654,7242.676,102.237,1011.675,717.407,"DEBRIS","SMALL",25,147.1342386724
14.66294629,0.0001941,98.1859,274.4148,88.2933,271.8493,7051.059,98.207,674.293,671.555,"DEBRIS","SMALL",25,1.3686105519
14.11739886,0.0202982,99.1499,288.1095,163.701,197.0818,7231.561,102.002,1000.214,706.638,"DEBRIS","SMALL",25,146.7876714902
14.58475622,0.0072241,98.3446,331.1904,142.5553,218.071,7076.237,98.733,749.222,646.983,"DEBRIS","SMALL",25,51.1194437117
14.77259657,0.0017681,98.4892,346.2575,5.4273,354.7124,7016.124,97.478,650.395,625.584,"DEBRIS","SMALL",25,12.4052088444
13.9957919,0.0228887,98.4805,257.7428,14.5871,346.1757,7273.39,102.888,1061.733,728.776,"DEBRIS","SMALL",25,166.478441693
14.48878745,0.009079,98.6401,332.1134,249.6848,109.457,7107.45,99.387,793.844,664.786,"DEBRIS","SMALL",25,64.52853855
14.27252099,0.0134946,98.2081,128.4533,53.2437,7.8039,7179.068,100.893,897.811,704.054,"DEBRIS","SMALL",25,96.8786510328
