"MEAN_MOTION","ECCENTRICITY","INCLINATION","RA_OF_ASC_NODE","ARG_OF_PERICENTER","MEAN_ANOMALY","SEMIMAJOR_AXIS","PERIOD","APOAPSIS","PERIAPSIS","OBJECT_AGE","CENT_FOCUS_DIST","OBJECT_TYPE","RCS_SIZE"
0.858276312526818,0.00164498358583016,0.562152453093271,0.144373394038415,0.199639314998512,0.801158462579981,0.00396130677517694,0.00112124064525017,0.00227936095300528,0.0156546157847249,0.766666666666667,8.44105389803714e-05,"DEBRIS","SMALL"
0.846869164589547,0.00364696171230765,0.449303799569526,0.17792158254014,0.205479056296473,0.0192976164317119,0.00432733142335855,0.00122766533621509,0.00253616214161563,0.0166846463874863,0.666666666666667,0.000189082001202578,"DEBRIS","SMALL"
0.872311963705439,0.00106585663197329,0.491051618150732,0.950375873841742,0.950815277554387,0.534672344435243,0.00352182462140856,0.000993998816931677,0.00201085823647935,0.0141755169004373,0.466666666666667,5.4026388073966e-05,"DEBRIS","SMALL"
0.837184066595544,0.0014790251496691,0.686994068532792,0.252456813888899,0.168090766836203,0.832622686276433,0.00464455885300664,0.00132028990241752,0.00267401766318819,0.0180927718943653,0.333333333333333,7.71392084555641e-05,"DEBRIS","SMALL"
0.967158849496608,0.000855538586952524,0.674729985447986,0.422005240202818,0.486227772133972,0.514168262370023,0.000832015899451289,0.000230781747440408,0.000439545678477071,0.00468442422046785,0.333333333333333,4.04276636399305e-05,"DEBRIS","SMALL"
0.92209839217034,0.00358031084271442,0.67618933663843,0.954872357916243,0.486847803652241,0.513601559654767,0.00205280534856653,0.00057391366314488,0.00120655202652616,0.00866439284592385,0.333333333333333,0.000175432757220445,"DEBRIS","SMALL"
0.928726891640651,0.00401242693203372,0.672112836204082,0.890386358692466,0.289938071851986,0.711542484230247,0.00186708807257403,0.000521364035518246,0.00110692679395002,0.00795514256915689,0.333333333333333,0.00019570243204019,"DEBRIS","SMALL"
0.891957879550757,0.00508931773807011,0.67371812251357,0.129053399116928,0.274716742545524,0.727080694855312,0.0029259558583251,0.000822705742902428,0.00174804734974597,0.0115541153065763,0.333333333333333,0.000255030443438466,"DEBRIS","SMALL"
0.924004482858133,0.00557370683380951,0.675820003209189,0.245435519973863,0.315697436841928,0.686131145564537,0.00199917846827795,0.000558788102670745,0.00121606158741285,0.00822666660569228,0.333333333333333,0.000272865632784589,"DEBRIS","SMALL"
0.908841565700785,0.00419131429942023,0.677473012377511,0.890631116336559,0.520211444081741,0.964239114099202,0.0024309468159923,0.000681351922595178,0.00144000975961731,0.00992223126921814,0.333333333333333,0.00020739453923625,"DEBRIS","SMALL"
0.91939990066133,0.00515596860766333,0.676518555200823,0.874154009510821,0.410469476642841,0.785733314702519,0.00212904460279667,0.000595588435370702,0.0012834496734734,0.00873651452946716,0.333333333333333,0.000253234579856343,"DEBRIS","SMALL"
0.891523716478519,0.00494631930046457,0.675102085419767,0.899056780161796,0.638525513935847,0.360746003009636,0.00293889184281393,0.000826448149617678,0.00175261008473966,0.0116179570985173,0.333333333333333,0.000247938210945144,"DEBRIS","SMALL"
0.907459658161389,0.00456012320825633,0.678427469554199,0.883802072466599,0.502538879059686,0.831328437281149,0.00247088681031776,0.000692735076354063,0.00147099198845322,0.0100166542666392,0.333333333333333,0.000225892331760007,"DEBRIS","SMALL"
0.90047038604707,0.00565540430439786,0.679466997914027,0.889549015288046,0.0546872243783504,0.28186792993221,0.00267446075091467,0.000750742380440436,0.00161278775287229,0.0105957833272033,0.333333333333333,0.000281644533643461,"DEBRIS","SMALL"
0.922408357047829,0.00175521387015742,0.673906939042002,0.901020397674219,0.488163426085271,0.865277819061268,0.00204407327460419,0.000571496692141281,0.0011640272039399,0.00886125683798676,0.333333333333333,8.58645274339193e-05,"DEBRIS","SMALL"
0.926216538444986,0.00312278271615891,0.676192794816606,0.0726816297580844,0.923534446334355,0.0764106939024732,0.00193716652152651,0.000541245571193011,0.0011296676240927,0.00831309175161429,0.333333333333333,0.000152532032379,"DEBRIS","SMALL"
0.90386551090233,0.00400551664120633,0.678920605762155,0.907894170239637,0.49166165946769,0.508758473802917,0.00257524504930089,0.000722440429656359,0.00152045693625484,0.010454843858469,0.333333333333333,0.000198913629456873,"DEBRIS","SMALL"
0.910577162908729,0.00442113719758282,0.677856178519457,0.906951811637184,0.239185214137274,0.76243877735556,0.00238092084959177,0.000667083996993288,0.00141553720929923,0.00971682549117133,0.333333333333333,0.000218502793816159,"DEBRIS","SMALL"
0.894078421130577,0.00537297403090416,0.680020306422252,0.756501982648044,0.464911410774492,0.571179111115679,0.00286293702096041,0.000804695410585288,0.00171713796573579,0.0112958270091716,0.333333333333333,0.000268834113142569,"DEBRIS","SMALL"
0.917198370105951,0.00334558386719045,0.679375010374535,0.922084279419327,0.649252448110557,0.705597661629031,0.00219152301864577,0.000613286900461571,0.00128272122521606,0.00918344736449741,0.333333333333333,0.000164496554274864,"DEBRIS","SMALL"
0.91042149518904,0.00282240797777472,0.67764315474379,0.876561857980002,0.515491481928109,0.484790838083867,0.00238540350384735,0.000668409432704939,0.00138508807214255,0.00993381505917272,0.333333333333333,0.000139421054506534,"DEBRIS","SMALL"
0.908255107608178,0.00454407350052819,0.677541484305404,0.823854785650923,0.811092341638478,0.223360319309201,0.00244788191969645,0.000686185864602376,0.00145721438300423,0.00993754201767985,0.333333333333333,0.000224965705328427,"DEBRIS","SMALL"
0.908152989392564,0.00491500007913397,0.678099634263076,0.923133042309734,0.0551761381203545,0.945663210243096,0.00245083432776581,0.00068704349947462,0.00146662461003764,0.00990119913580495,0.333333333333333,0.000243366582213602,"DEBRIS","SMALL"
0.896685167852764,0.00504350919726272,0.680080478722521,0.820944642266283,0.319518742202729,0.0273820195784676,0.00278580464906767,0.000782630804326627,0.00166514000467571,0.0110658635964211,0.333333333333333,0.000251848797637122,"DEBRIS","SMALL"
0.922531540057013,0.00266503167699607,0.675378048038245,0.900791197837243,0.185789722088651,0.815277971848765,0.00204060319960938,0.0005704831236559,0.00118065900210628,0.00873548709766249,0.333333333333333,0.000130483553599013,"DEBRIS","SMALL"
0.908165563822223,0.00493305600032813,0.67808580155037,0.0568510053816122,0.205597117853491,0.796120086527726,0.00245047025432373,0.000686887565861485,0.00146678685533132,0.0098976333430711,0.366666666666667,0.000244259234789139,"DEBRIS","SMALL"
0.91467039846916,0.00518784511051227,0.677123044746059,0.0330072768864605,0.490849951539203,0.509598805035098,0.00226356405099695,0.00063371420378231,0.00136276775531206,0.00920669552729321,0.366666666666667,0.000255674443076285,"DEBRIS","SMALL"
0.907038064608602,0.00688666209101388,0.470281108387604,0.703166486038674,0.134648511299324,0.8671609944077,0.00248309464792244,0.000696165615843042,0.00152636398939615,0.00976620265496034,0.35,0.000341365113064392,"DEBRIS","SMALL"
0.858449349494562,0.00121453934106587,0.682753650452883,0.824720744307718,0.149057854885401,0.886088865097252,0.0039558172303081,0.00111960334231225,0.00226690779893326,0.0156915227468063,0.516666666666667,6.22559307437811e-05,"DEBRIS","SMALL"
0.879805779976319,0.0088716988593339,0.682503278352911,0.838638869680862,0.656441702453208,0.830977026038601,0.00329194068597398,0.000927804998155696,0.00204206893317779,0.0123574058120528,0.366666666666667,0.000448799391454277,"DEBRIS","SMALL"
0.942130962981347,0.0022888666521179,0.675579314008111,0.42245502751926,0.878301869233908,0.121607457807733,0.0014981508368558,0.000417356315556927,0.000856559127903336,0.00686533961022984,0.333333333333333,0.000110477726714033,"DEBRIS","SMALL"
0.883774929049239,0.00386775664987317,0.680823987030449,0.780659367647374,0.719705751709045,0.761169807746104,0.0031714892631215,0.000893187736039634,0.00186584736634267,0.0125764300979419,0.366666666666667,0.000194949693557011,"DEBRIS","SMALL"
0.921117194454092,0.00476431115657538,0.676168587569371,0.857104319819618,0.162248525411153,0.839275887271718,0.00208048630745952,0.000581788310608218,0.00124701401609279,0.00861425014471176,0.333333333333333,0.000233691100837725,"DEBRIS","SMALL"
0.857611578962509,0.00362901724741717,0.448336892951403,0.127148401199174,0.989930599249906,0.0103145450085575,0.00398241165752239,0.00112732205616245,0.00233435879643421,0.0154695168941115,0.683333333333333,0.000186584370717292,"DEBRIS","SMALL"
0.847164515459608,0.00352057026394859,0.449295499941903,0.138900657567387,0.2308992373779,0.770420118390864,0.00431775174091387,0.00122485853117865,0.002527828031326,0.0166675225240752,0.666666666666667,0.000182479196450799,"DEBRIS","SMALL"
0.847184228104571,0.00354174696164543,0.449295499941903,0.145796377753558,0.222031286590402,0.779285682339238,0.0043171089237427,0.00122462463075895,0.00252791412066551,0.0166624659479385,0.666666666666667,0.000183575313587353,"DEBRIS","SMALL"
0.847043180530069,0.00363626190715556,0.449298958120079,0.212377402396291,0.210142071110837,0.791184772586923,0.0043216825963588,0.00122602803327717,0.00253263578982443,0.0166661324692806,0.666666666666667,0.000188500905245799,"DEBRIS","SMALL"
0.835418830756577,0.00466845873542124,0.689477040463451,0.483179649054766,0.675772129527695,0.663697774108409,0.00470303246099289,0.00133736463305585,0.00277792418484041,0.0178747146031159,0.766666666666667,0.000244298722213447,"DEBRIS","SMALL"
0.897411813619644,0.00512498375524374,0.679424808140275,0.766607889641807,0.885400285625631,0.113985861878436,0.00276436982516533,0.000776471426607779,0.00165430930354049,0.0109799622392622,0.333333333333333,0.000255783596380416,"DEBRIS","SMALL"
0.901419451974034,0.00603090059145402,0.679839789521443,0.695863206869661,0.362815665351878,0.638857305089685,0.00264666601907103,0.000742867732977098,0.00160434437534406,0.0104502707796521,0.333333333333333,0.000300150410391413,"DEBRIS","SMALL"
0.927105915266183,0.00161020921908587,0.674707161472022,0.918967995090401,0.303265138200081,0.697537982277206,0.00191230144316209,0.00053415059179535,0.0010842455641193,0.00841335700831682,0.333333333333333,7.8485419406581e-05,"DEBRIS","SMALL"
0.898663121280231,0.00681354675580793,0.679108039019316,0.718752630589038,0.89183061250058,0.107299047633863,0.00272752445509754,0.000765945907721138,0.00166799088626465,0.010635752438977,0.333333333333333,0.000339820752018503,"DEBRIS","SMALL"
0.927404045927913,0.00483731503547766,0.673192479430756,0.799520152777666,0.42496632467706,0.576031086421886,0.00190397895182209,0.000531811587598319,0.00114532926162544,0.00798276235355294,0.333333333333333,0.000236207661888556,"DEBRIS","SMALL"
0.879164949305972,0.00518427850879491,0.678690291095606,0.86245398292364,0.253853459773094,0.230615225246273,0.00331146981295294,0.000933418608228569,0.00197547551794343,0.0129008970910001,0.583333333333333,0.000262292908062645,"DEBRIS","SMALL"
0.896880908396096,0.00699555489969713,0.446495067254649,0.0172158248457624,0.986016233602986,0.0141261763595518,0.00278002498317468,0.000780915534582138,0.00170253920043307,0.010797401709578,0.316666666666667,0.000349363677251423,"PAYLOAD","SMALL"
0.898976435533551,0.0064211091105943,0.44647293491432,0.783011096883743,0.951303357920694,0.0484644717677875,0.00271831453474247,0.000763295036297836,0.0016544119485222,0.0106531180510481,0.316666666666667,0.000320160906162919,"PAYLOAD","SMALL"
0.901325036033901,0.00542413247428759,0.446466710193603,0.387436070609108,0.864083646474251,0.13507164761314,0.00264942501312428,0.000743647401042775,0.00159332825101606,0.0105368772370691,0.316666666666667,0.000269947651188774,"PAYLOAD","SMALL"
0.848031633692844,0.00295247748415481,0.570692769917723,0.215362556636669,0.447567195776896,0.553053235886394,0.00428965551075101,0.00121667201648904,0.00249911061434472,0.0166432670751964,0.566666666666667,0.000152894160523907,"DEBRIS","SMALL"
0.887264541042653,0.00218320607624102,0.568948464845544,0.371413196187559,0.506363517923272,0.493966699548388,0.00306632323618875,0.000862936615091364,0.00176898361488752,0.0124209252724472,0.566666666666667,0.000109654692880188,"DEBRIS","SMALL"
0.846943074272303,0.0065325654142619,0.449901372758409,0.947543519492682,0.667893395692059,0.330794653326559,0.00432493081409984,0.00122696363495598,0.00259736835087414,0.0162952698792391,0.616666666666667,0.000338845493255236,"DEBRIS","SMALL"
0.834943294269275,0.00767398942012183,0.570629831074912,0.867918107037157,0.233587429583226,0.251935470339641,0.00471881845789548,0.00134196467464335,0.0028529775332452,0.0175299004311809,0.566666666666667,0.000401869071260141,"DEBRIS","SMALL"
0.900858693297849,0.00697894791045066,0.679291322462665,0.831862611227903,0.554638194108201,0.445046643244806,0.00266308345584973,0.00074754574137116,0.0016336975289863,0.0103879600625573,0.333333333333333,0.00034751333461094,"DEBRIS","SMALL"
0.916111592477243,0.00341613570741204,0.676878897366805,0.973074992241933,0.631269311745569,0.855220512638165,0.0022224521952798,0.000622097149603722,0.00130223370512736,0.00928381334980824,0.333333333333333,0.000168102647062347,"DEBRIS","SMALL"
0.880137185892088,0.0086700744059992,0.682644372022509,0.820075905429647,0.376044948951572,0.967983518951622,0.00328184902525138,0.00092492022631269,0.00203188390208885,0.0123478970314292,0.366666666666667,0.000438485098947603,"DEBRIS","SMALL"
0.857656156288483,0.00319333455638051,0.574860566255927,0.130992290828756,0.0326919396180417,0.967846287999987,0.00398099518428681,0.00112693222212961,0.00232415720970306,0.0155215532931597,0.666666666666667,0.000164151464418167,"DEBRIS","SMALL"
0.846794168523207,0.00640227299527448,0.449915205471115,0.962660429467709,0.65778121498954,0.341000024723795,0.00432976616450244,0.0012283670374742,0.00259737166200258,0.016329477314618,0.616666666666667,0.000332121501638206,"DEBRIS","SMALL"
0.939866076008382,0.00238516489848671,0.671199877165511,0.00366275230387509,0.233459923101647,0.767590216155417,0.00155987835123061,0.000434742913421525,0.000894511282110587,0.0070716318000297,0.6,0.000115320266420171,"DEBRIS","SMALL"
0.887136547870671,0.00735700769249117,0.512671456473986,0.271099234083599,0.769750517873548,0.228504535427392,0.0030701687619207,0.000864028150383312,0.00188008521864517,0.0117721927435473,0.566666666666667,0.00037009570797766,"DEBRIS","SMALL"
0.886244045701896,0.00397074227446204,0.49218935877077,0.654726420129135,0.15842305317187,0.842870838172762,0.00309700780097889,0.000871746864233515,0.00182451123886725,0.0123003934197546,0.483333333333333,0.000199776655929828,"DEBRIS","SMALL"
0.884121892346205,0.00607481437509906,0.491040551980568,0.788259912059495,0.371790288228541,0.667186607148066,0.00316099939707162,0.000890147030583494,0.00190626631123954,0.0122562339978756,0.45,0.000306244708031922,"DEBRIS","SMALL"
0.891485989506887,0.00395491547934124,0.68032255119487,0.325334583143838,0.331903260637971,0.669440361623003,0.00294001250637783,0.000826760016843949,0.00173247511268118,0.0117484207919884,0.316666666666667,0.000198202666381199,"DEBRIS","SMALL"
0.893244433300236,0.00405712090980443,0.679927627247124,0.316853077903774,0.09436590804477,0.906640172388744,0.00288769401502171,0.000811790389982949,0.00170405569725971,0.0115507711167807,0.316666666666667,0.000203065152615519,"DEBRIS","SMALL"
0.851701829644146,0.00405856984175211,0.455202068267204,0.439821429712467,0.624957046427638,0.548885192974775,0.00417127475560034,0.00118221068798612,0.00245393026674762,0.0160796703660323,0.65,0.000209654994009964,"DEBRIS","SMALL"
0.866159713930185,0.00108591876663346,0.682542009948487,0.860153372196365,0.0678917844990454,0.932590712020292,0.00371301437632729,0.00104927728278818,0.002122678355109,0.0148493308528041,0.3,5.53082538620103e-05,"PAYLOAD","SMALL"
0.866157169828514,0.0011824399256096,0.682508811437993,0.863853074292141,0.134779629075589,0.865827020663259,0.00371309401739274,0.00104927728278818,0.00212478754392684,0.014837062108313,0.3,6.0244418615433e-05,"PAYLOAD","SMALL"
0.866161078354314,0.00108558439772246,0.682542009948487,0.859985847951884,0.0686087653900184,0.931874833149109,0.00371296886714703,0.00104927728278818,0.00212264524382458,0.0148492301241958,0.3,5.52910923602035e-05,"PAYLOAD","SMALL"
0.866117889389734,0.00108692187336647,0.682549617940475,0.859906392008399,0.0710133320666023,0.92947468047273,0.00371432276525976,0.00104966711682102,0.00212345978142142,0.0148538233487343,0.3,5.53613379127629e-05,"PAYLOAD","SMALL"
0.865894715512677,0.00118611798363064,0.682544776491028,0.865486644039318,0.169511672398902,0.831138147398821,0.00372129704713456,0.00105169425379178,0.00212964828048034,0.0148656085959055,0.3,6.04447249597435e-05,"PAYLOAD","SMALL"
0.842334762772303,0.00493862881551151,0.573592106500822,0.815866129514855,0.373350089740673,0.812426679363771,0.00447509973166194,0.00127070301344046,0.00265058149607259,0.0170351215072078,0.75,0.000257041344920964,"DEBRIS","SMALL"
0.846943452358341,0.00673162637261224,0.449863332798468,0.945451827889536,0.699242211479084,0.299243201859229,0.00432491943680478,0.00122696363495598,0.00260168275123463,0.0162689595667509,0.616666666666667,0.000349177462430852,"DEBRIS","SMALL"
0.847201094670052,0.00637151105546222,0.449886848410068,0.878184592825795,0.664631285423676,0.334115975710677,0.00431656281357958,0.00122446869714581,0.00258897795140099,0.0162870705705234,0.616666666666667,0.000330419455477129,"DEBRIS","SMALL"
0.846698611573423,0.00672605355742886,0.449906214207856,0.0214456036554179,0.676995247258402,0.321593234680762,0.00433286647740764,0.00122922467234644,0.00260621237494389,0.016297647074395,0.616666666666667,0.000348955045607032,"DEBRIS","SMALL"
0.858411028387727,0.00731498866600848,0.490201597954972,0.827491145246298,0.292416253381769,0.892499272870413,0.00395702891223252,0.00111999317634509,0.00239879666705255,0.0148976604390667,0.483333333333333,0.000376091656501346,"DEBRIS","SMALL"
0.86654222713518,0.000395224052805322,0.68272183521366,0.808174460803911,0.143934816686515,0.0264933519382205,0.00370106252786157,0.0010458467432992,0.00210095404139815,0.0148968546102003,0.3,1.99804688355977e-05,"DEBRIS","SMALL"
0.866092598134376,0.000439695117968695,0.682725985027472,0.80382633153298,0.168215773190693,0.832247106829851,0.00371511348726677,0.00104990101724072,0.0021100861336424,0.0149408125748628,0.3,2.22618486109474e-05,"DEBRIS","SMALL"
0.881243895897579,0.00867486702705691,0.682245989896587,0.858794008799607,0.53857376638868,0.461182947470825,0.0032481949864493,0.000915174375491727,0.00201224228816829,0.0122290171279127,0.366666666666667,0.000438362640068921,"DEBRIS","SMALL"
0.883284150047849,0.00792253697730059,0.68176322822316,0.842667786087931,0.205799905939663,0.796729847537524,0.0031863309445337,0.00089739794359429,0.00196007877068608,0.0121082435265602,0.366666666666667,0.000399712977345065,"DEBRIS","SMALL"
0.867919027444177,0.000681109471712724,0.681325422866027,0.841342038667263,0.114191915866834,0.886290544592976,0.00365811323899143,0.00103337205424837,0.00208204749799182,0.0147076661380899,0.3,3.45594050837406e-05,"DEBRIS","SMALL"
0.847350876891328,0.00356247783412761,0.44931348246842,0.159608932292701,0.185964453193037,0.815292417212095,0.00431171039723439,0.0012230652946276,0.00252520892872803,0.0166406481313806,0.666666666666667,0.00018462706226693,"DEBRIS","SMALL"
0.846905282240411,0.00643559843007109,0.449934571268902,0.964417628217862,0.641277042694115,0.357609136803424,0.00432615956196686,0.00122727550218225,0.0025959842991852,0.0163123937426502,0.616666666666667,0.000333822404379604,"DEBRIS","SMALL"
0.847099630125917,0.0066395634657828,0.44989099822388,0.903641054719308,0.664683510300663,0.333997357054101,0.00431985654050088,0.00122548226563119,0.00259671936969942,0.0162632784732428,0.616666666666667,0.000344356996435881,"DEBRIS","SMALL"
0.841285742190253,0.00321740911797271,0.449848808450127,0.293071025001118,0.201864983692227,0.837933301868369,0.00450947622870065,0.0012807607314877,0.0026331682715938,0.0173845289036813,0.55,0.000167518607839941,"DEBRIS","SMALL"
0.913276429616872,0.00659676424517444,0.523809556744554,0.716963482770701,0.579098326387147,0.420354239200216,0.00230343578155202,0.000645097357541195,0.00141516305178523,0.00917029220825333,0.466666666666667,0.000325503418424125,"DEBRIS","SMALL"
0.906752731177231,0.00732301351987255,0.523833072356154,0.799139542139293,0.700763955501071,0.297589485553387,0.00249136025278711,0.000698582586846641,0.00154025417321219,0.00974023481974041,0.466666666666667,0.000363085101236504,"DEBRIS","SMALL"
0.869684087129422,0.00112882944354549,0.682512961251805,0.941033132850615,0.558213653638505,0.788294588739117,0.00360321779030312,0.00101754479251512,0.00205962122505117,0.014455320828575,0.5,5.73470903068622e-05,"DEBRIS","SMALL"
0.864335912809372,0.00369878889351309,0.683343615649778,0.9149026845274,0.255750222858551,0.74565826548411,0.00377012270890574,0.00106580624578053,0.00221188346647679,0.0147110707650505,0.5,0.000189193491582224,"DEBRIS","SMALL"
0.867946195626653,0.00314607708362544,0.682950766608938,0.84033772665433,0.819693334411166,0.670225133765453,0.0036572656305091,0.00103313815382867,0.0021341779041896,0.0143845287626613,0.5,0.000160444275482047,"DEBRIS","SMALL"
0.862480656894245,0.00153174398130387,0.683807703161052,0.91292350920786,0.212655810003675,0.266317218511955,0.00382841996881847,0.00108264707599916,0.00219947335707452,0.015199483640979,0.5,7.83291820271986e-05,"DEBRIS","SMALL"
0.858483086308181,0.00422252206444716,0.684735878183599,0.934343553608731,0.824764147733065,0.520973139680274,0.00395474207592447,0.00111929147508598,0.00233096157865227,0.015294208824225,0.5,0.00021698952678978,"DEBRIS","SMALL"
0.867262225707586,0.00136467098210614,0.682726676663107,0.919120517163734,0.748984184473822,0.598834759211072,0.00367858668146079,0.00103929753154751,0.00210857294794421,0.0146913078121019,0.5,6.95045783675086e-05,"DEBRIS","SMALL"
0.865834834908786,0.00179422357644108,0.683266152458626,0.866393441939792,0.247653700174203,0.787623434935167,0.00372317430082027,0.00105224002143775,0.00214374044313137,0.0147931242893723,0.5,9.15534717551868e-05,"DEBRIS","SMALL"
0.876601390320813,0.000922969650671424,0.68209452169246,0.00703546263223094,0.0863932805473167,0.398408120961028,0.00338984231000776,0.000955951015326636,0.00193093421813572,0.0137270126991175,0.5,4.66002549019605e-05,"DEBRIS","SMALL"
0.865534969715977,0.00119325118706536,0.683213588150345,0.922338482874883,0.916567147718898,0.083603929249944,0.00373255488060132,0.00105489089286106,0.00213635662670472,0.0149044898387095,0.5,6.08264472644559e-05,"DEBRIS","SMALL"
0.892683327226814,0.0021450880203867,0.682841488178564,0.293848359720948,0.45396224308069,0.546569490114788,0.00290436744093938,0.000816546365183579,0.00167373238298384,0.0118533800018377,0.5,0.000107301010419021,"DEBRIS","SMALL"
0.875479145030064,0.0060368077755484,0.683037912698984,0.066452394916042,0.708537683998937,0.327479164646862,0.00342427000487426,0.000965930766567303,0.00205953182458322,0.0131884168305336,0.5,0.000306314682285959,"DEBRIS","SMALL"
0.872358997363111,0.00668916152091489,0.683659693135101,0.886048786504936,0.723683453908907,0.274776645514395,0.00352037401628778,0.000993608982898838,0.00212965490273722,0.013442454380668,0.5,0.000340244219236847,"DEBRIS","SMALL"
0.875743602097107,0.000895885768880196,0.68208276388666,0.991868267602061,0.140288520222,0.886958920442439,0.00341615230484543,0.000963591762370271,0.0019456852953468,0.0138235912887563,0.5,4.52557607712671e-05,"DEBRIS","SMALL"
0.89709640025228,0.00442180593540483,0.681687148303279,0.026206292632906,0.815347002361509,0.183846139101626,0.00277367076388092,0.00077912229803108,0.00164506132180075,0.0111021057496877,0.5,0.000220708256717798,"DEBRIS","SMALL"
0.866377603195567,0.00828800219702666,0.682084838793566,0.435799736572987,0.427506731592189,0.612040877044679,0.00370620506523093,0.00104732811262399,0.00227263936226713,0.0138887022611618,0.5,0.000423548850403556,"DEBRIS","SMALL"
0.865250005777781,0.00714501780291538,0.683986145154954,0.97380732044832,0.756626795195423,0.241677595602609,0.00374147467993223,0.00105754176428436,0.00226887129809963,0.0141614350409968,0.5,0.000365421969837595,"DEBRIS","SMALL"
0.869481690184975,0.00320425727413993,0.683244020118297,0.971372801452655,0.79075769684959,0.556378725202242,0.00360950374582649,0.00101933802906618,0.00210753656474172,0.0142082939895783,0.5,0.000163224002994985,"DEBRIS","SMALL"
0.8849885428821,0.0071473583852924,0.684006894224012,0.265053081293154,0.805507335511777,0.192923660977323,0.0031348373070698,0.000882662217152993,0.0019135574160698,0.0120265727709499,0.5,0.000360120619876102,"DEBRIS","SMALL"
0.881021542025307,0.00448533602849536,0.679761634694657,0.856300592391288,0.49986290969791,0.500492392432741,0.00325494741107034,0.00091712354565592,0.00192764957872082,0.0127915461138288,0.5,0.000226582834063989,"DEBRIS","SMALL"
0.87596957786177,0.001031082265229,0.682054406825614,0.993358761087369,0.114590547241707,0.371689199118499,0.00340921784350335,0.000961564625399511,0.00194451315587817,0.0137816076048165,0.5,5.21105234831044e-05,"DEBRIS","SMALL"
0.867218432787386,0.00887337070388891,0.684401818171758,0.85040529476627,0.358868242468992,0.643457042128513,0.00367995195686858,0.00103968736558035,0.00226974874713688,0.013720344465248,0.5,0.000453188120847678,"DEBRIS","SMALL"
0.870601004081374,0.0013768197192059,0.682691403245708,0.970789383685806,0.604075429389883,0.39603269207958,0.00357477455264077,0.00100935827782551,0.00204833027706245,0.014322540377113,0.5,6.99460581816991e-05,"DEBRIS","SMALL"
0.87673259906545,0.00112804924941981,0.682085530429201,0.00697489831167233,0.0396664608228696,0.960769726740951,0.0033858204362023,0.000954859480034689,0.00193294076197184,0.0136863183413641,0.5,5.69994315416772e-05,"DEBRIS","SMALL"
0.891258424676066,0.00221675442364496,0.682939008803138,0.262731912035047,0.557940861993818,0.442187294691801,0.00294679906288406,0.000828709187008142,0.00169997969814707,0.0119941985962421,0.5,0.000111011397039773,"DEBRIS","SMALL"
